time,x,is_anomaly,x1
117,47.50228507,0,47.50228507
118,39.95502763,0,39.95502763
119,36.06919938,0,36.06919938
120,40.86796444,0,40.86796444
121,42.17779892,0,42.17779892
122,50.31551631,0,50.31551631
123,44.36197599,0,44.36197599
124,37.79228505,0,37.79228505
125,53.09019274,0,53.09019274
126,39.71813488,0,39.71813488
127,33.01834549,0,33.01834549
128,17.63108863,0,17.63108863
129,31.66683654,0,31.66683654
130,55.88447094,0,55.88447094
131,53.42926449,0,53.42926449
132,51.65359258,0,51.65359258
133,43.85114917,0,43.85114917
134,35.85418155,0,35.85418155
135,39.46545082,0,39.46545082
136,46.47266551,0,46.47266551
137,52.11975622,0,52.11975622
138,38.14897937,0,38.14897937
139,50.58587107,0,50.58587107
140,37.00798454,0,37.00798454
141,57.6204934,0,57.6204934
142,49.69582958,0,49.69582958
143,45.80536795,0,45.80536795
144,44.79970783,0,44.79970783
145,35.81004336,0,35.81004336
146,48.46828598,0,48.46828598
147,33.68765382,0,33.68765382
148,60.57190334,0,60.57190334
149,40.19179099,0,40.19179099
150,41.73053391,0,41.73053391
151,29.35691133,0,29.35691133
152,37.15663674,0,37.15663674
153,41.00600249,0,41.00600249
154,38.74840128,0,38.74840128
155,47.23026171,0,47.23026171
156,47.75153616,0,47.75153616
157,40.7300108,0,40.7300108
158,41.79750488,0,41.79750488
159,35.99719328,0,35.99719328
160,35.28982244,0,35.28982244
161,51.64789726,0,51.64789726
162,42.2340217,0,42.2340217
163,52.06364033,0,52.06364033
164,36.21551885,0,36.21551885
165,32.03702192,0,32.03702192
166,52.53717163,0,52.53717163
167,45.65545829,0,45.65545829
168,48.26394606,0,48.26394606
169,45.2944175,0,45.2944175
170,57.03563559,0,57.03563559
171,18.69910135,0,18.69910135
172,47.85817247,0,47.85817247
173,72.33146322,0,72.33146322
174,50.38192219,0,50.38192219
175,53.04852476,0,53.04852476
176,59.8490928,0,59.8490928
177,58.75656211,0,58.75656211
178,50.97487833,0,50.97487833
179,44.05948963,0,44.05948963
180,55.03464538,0,55.03464538
181,62.00326261,0,62.00326261
182,72.19348515,0,72.19348515
183,44.62644366,0,44.62644366
184,51.55558174,0,51.55558174
185,66.06224078,0,66.06224078
186,67.81620173,0,67.81620173
187,48.30546985,0,48.30546985
188,50.63282253,0,50.63282253
189,57.28484105,0,57.28484105
190,54.88948311,0,54.88948311
191,62.10009295,0,62.10009295
192,60.70054671,0,60.70054671
193,41.47939348,0,41.47939348
194,49.51132584,0,49.51132584
195,57.04071782,0,57.04071782
196,67.83205955,0,67.83205955
197,59.22419486,0,59.22419486
198,50.56945123,0,50.56945123
199,53.81472566,0,53.81472566
200,65.57914505,0,65.57914505
201,51.24085995,0,51.24085995
202,65.6894434,0,65.6894434
203,42.26270974,0,42.26270974
204,56.701594,0,56.701594
205,81.29013753,0,81.29013753
206,57.50492768,0,57.50492768
207,62.81777719,0,62.81777719
208,59.75749198,0,59.75749198
209,64.78691421,0,64.78691421
210,50.14577303,0,50.14577303
211,74.92998535,0,74.92998535
212,65.33212434,0,65.33212434
213,59.01769573,0,59.01769573
214,68.88341907,0,68.88341907
215,84.2263179,0,84.2263179
216,48.05787688,0,48.05787688
217,65.12490941,0,65.12490941
218,51.65437558,0,51.65437558
219,62.09249917,0,62.09249917
220,49.96152925,0,49.96152925
221,61.47495258,0,61.47495258
222,34.20499369,0,34.20499369
223,74.20112682,0,74.20112682
224,56.79123322,0,56.79123322
225,44.32896377,0,44.32896377
226,59.1000017,0,59.1000017
227,47.43709561,0,47.43709561
228,66.18293084,0,66.18293084
229,71.34842838,0,71.34842838
230,58.66744222,0,58.66744222
231,56.98850949,0,56.98850949
232,68.7559954,0,68.7559954
233,55.31331103,0,55.31331103
234,53.3730329,0,53.3730329
235,73.26173092,0,73.26173092
236,65.64640739,0,65.64640739
237,72.92714505,0,72.92714505
238,56.27913352,0,56.27913352
239,67.33964292,0,67.33964292
240,35.72320881,0,35.72320881
241,70.17106701,0,70.17106701
242,66.57071245,0,66.57071245
243,63.03523565,0,63.03523565
244,65.06367318,0,65.06367318
245,41.12921784,0,41.12921784
246,65.12836523,0,65.12836523
247,49.04240664,0,49.04240664
248,45.19905206,0,45.19905206
249,81.97455023,0,81.97455023
250,78.35230169,0,78.35230169
251,77.13156127,0,77.13156127
252,82.0843265,0,82.0843265
253,82.15099788,0,82.15099788
254,46.78920266,0,46.78920266
255,58.28190513,0,58.28190513
256,55.3666285,0,55.3666285
257,74.34873165,0,74.34873165
258,67.27463236,0,67.27463236
259,57.88563635,0,57.88563635
260,59.0278304,0,59.0278304
261,51.10206822,0,51.10206822
262,60.53568486,0,60.53568486
263,66.45660905,0,66.45660905
264,63.38845002,0,63.38845002
265,55.19943461,0,55.19943461
266,46.83041999,0,46.83041999
267,60.84959082,0,60.84959082
268,47.70501196,0,47.70501196
269,53.33306229,0,53.33306229
270,47.51860021,0,47.51860021
271,49.6917875,0,49.6917875
272,58.04184786,0,58.04184786
273,58.1496012,0,58.1496012
274,52.61402357,0,52.61402357
275,40.08528364,0,40.08528364
276,53.19079354,0,53.19079354
277,45.49596324,0,45.49596324
278,52.5779485,0,52.5779485
279,45.20387767,0,45.20387767
280,60.47084543,0,60.47084543
281,47.57358443,0,47.57358443
282,49.97280078,0,49.97280078
283,24.70945425,0,24.70945425
284,49.58419037,0,49.58419037
285,55.17281564,0,55.17281564
286,57.06636643,0,57.06636643
287,36.87838312,0,36.87838312
288,45.75738507,0,45.75738507
289,33.47146172,0,33.47146172
290,51.17402169,0,51.17402169
291,65.67586123,0,65.67586123
292,42.36129836,0,42.36129836
293,42.6131234,0,42.6131234
294,34.20397952,0,34.20397952
295,58.44126236,0,58.44126236
296,50.42290946,0,50.42290946
297,59.38181622,0,59.38181622
298,51.88401055,0,51.88401055
299,50.49959304,0,50.49959304
300,38.73875349,0,38.73875349
301,48.7060081,0,48.7060081
302,53.32098033,0,53.32098033
303,53.61001224,0,53.61001224
304,49.96559991,0,49.96559991
305,31.90926991,0,31.90926991
306,56.93785506,0,56.93785506
307,47.59586002,0,47.59586002
308,48.7139943,0,48.7139943
309,41.55856606,0,41.55856606
310,54.38802788,0,54.38802788
311,64.07186315,0,64.07186315
312,54.3739945,0,54.3739945
313,27.59865647,0,27.59865647
314,38.74632423,0,38.74632423
315,38.27785097,0,38.27785097
316,52.33666845,0,52.33666845
317,52.94107586,0,52.94107586
318,45.65046427,0,45.65046427
319,33.22717901,0,33.22717901
320,41.76948489,0,41.76948489
321,44.26718871,0,44.26718871
322,45.43079735,0,45.43079735
323,46.16059906,0,46.16059906
324,51.26016321,0,51.26016321
325,50.37010654,0,50.37010654
326,41.71373374,0,41.71373374
327,54.90128082,0,54.90128082
328,50.9476141,0,50.9476141
329,41.83654639,0,41.83654639
330,41.99173777,0,41.99173777
331,62.55984854,0,62.55984854
332,45.8780489,0,45.8780489
333,42.45654414,0,42.45654414
334,41.18791831,0,41.18791831
335,54.27030339,0,54.27030339
336,62.14581238,0,62.14581238
337,48.41553642,0,48.41553642
338,34.9821059,0,34.9821059
339,51.64461343,0,51.64461343
340,35.43978815,0,35.43978815
341,40.77879006,0,40.77879006
342,36.83492442,0,36.83492442
343,53.13855104,0,53.13855104
344,44.74847068,0,44.74847068
345,53.2136252,0,53.2136252
346,48.86337445,0,48.86337445
347,47.08688029,0,47.08688029
348,61.41558445,0,61.41558445
349,40.08204116,0,40.08204116
350,45.85545771,0,45.85545771
351,44.47605701,0,44.47605701
352,47.3723619,0,47.3723619
353,29.82741985,0,29.82741985
354,38.24603289,0,38.24603289
355,41.84150648,0,41.84150648
356,33.45436355,0,33.45436355
357,37.33422528,0,37.33422528
358,51.61614789,0,51.61614789
359,38.73177853,0,38.73177853
360,58.06487809,0,58.06487809
361,50.73533781,0,50.73533781
362,32.07668668,0,32.07668668
363,44.08901454,0,44.08901454
364,65.49200482,0,65.49200482
365,51.37281156,0,51.37281156
366,63.98207234,0,63.98207234
367,37.05140904,0,37.05140904
368,53.3288579,0,53.3288579
369,50.5409767,0,50.5409767
370,78.59492417,0,78.59492417
371,53.97818876,0,53.97818876
372,62.79559407,0,62.79559407
373,45.05752021,0,45.05752021
374,58.17603444,0,58.17603444
375,66.37078898,0,66.37078898
376,53.20476239,0,53.20476239
377,53.75284504,1,153.752845
378,56.46474443,1,156.4647444
379,59.82524193,1,140.8252412
380,53.12060811,1,153.1206081
381,50.98421688,1,150.9842169
382,58.48928288,1,158.4892829
383,59.7251501,0,59.7251501
384,50.18625289,0,50.18625289
385,62.52088212,0,62.52088212
386,76.9172618,0,76.9172618
387,44.39414276,0,44.39414276
388,74.3192106,0,74.3192106
389,66.46880256,0,66.46880256
390,58.48164324,0,58.48164324
391,56.2023078,0,56.2023078
392,59.90020919,0,59.90020919
393,70.49788778,0,70.49788778
394,58.09701196,0,58.09701196
395,66.78593271,0,66.78593271
396,53.96140496,0,53.96140496
397,81.30418941,0,81.30418941
398,80.56218343,0,80.56218343
399,56.99792687,0,56.99792687
400,56.98944969,0,56.98944969
401,61.64382878,0,61.64382878
402,62.78936573,0,62.78936573
403,57.63418227,0,57.63418227
404,75.0773341,0,75.0773341
405,66.62384594,0,66.62384594
406,68.95020957,0,68.95020957
407,70.39935802,0,70.39935802
408,67.0759137,0,67.0759137
409,64.38673319,0,64.38673319
410,75.12745015,0,75.12745015
411,71.70118707,0,71.70118707
412,61.36373932,0,61.36373932
413,49.53067997,0,49.53067997
414,51.14340677,0,51.14340677
415,62.53880294,0,62.53880294
416,51.28558537,0,51.28558537
417,62.86921159,0,62.86921159
418,59.68286971,0,59.68286971
419,67.61979612,0,67.61979612
420,71.83148108,0,71.83148108
421,69.45265406,0,69.45265406
422,63.04130792,0,63.04130792
423,61.50304883,0,61.50304883
424,68.4970001,0,68.4970001
425,66.54551611,0,66.54551611
426,57.87607238,0,57.87607238
427,79.08877059,0,79.08877059
428,64.71165241,0,64.71165241
429,66.9915033,0,66.9915033
430,51.57217186,0,51.57217186
431,72.11062664,0,72.11062664
432,63.43602911,0,63.43602911
433,62.68096379,0,62.68096379
434,64.64366782,0,64.64366782
435,74.62953979,0,74.62953979
436,65.60064537,0,65.60064537
437,55.23055832,0,55.23055832
438,69.38491157,0,69.38491157
439,87.50615616,0,87.50615616
440,81.09539736,0,81.09539736
441,68.55433871,0,68.55433871
442,62.04562387,0,62.04562387
443,50.00363188,0,50.00363188
444,58.09790426,0,58.09790426
445,62.96362483,0,62.96362483
446,39.05755868,0,39.05755868
447,57.31331655,0,57.31331655
448,54.94087001,0,54.94087001
449,64.08676637,0,64.08676637
450,69.97202798,0,69.97202798
451,67.66846478,0,67.66846478
452,82.43752314,0,82.43752314
453,65.17920048,0,65.17920048
454,51.49290388,0,51.49290388
455,52.85427354,0,52.85427354
456,65.89760487,0,65.89760487
457,55.51193574,0,55.51193574
458,48.84515973,0,48.84515973
459,48.78949304,0,48.78949304
460,61.18608815,0,61.18608815
461,65.593213,0,65.593213
462,55.17706253,0,55.17706253
463,59.87717382,0,59.87717382
464,49.53987604,0,49.53987604
465,66.51754835,0,66.51754835
466,41.85401646,0,41.85401646
467,62.27054782,0,62.27054782
468,48.7323552,0,48.7323552
469,72.21702082,0,72.21702082
470,50.24779592,0,50.24779592
471,37.45798748,0,37.45798748
472,57.76813551,0,57.76813551
473,55.76242716,0,55.76242716
474,41.16584647,0,41.16584647
475,46.92317684,0,46.92317684
476,56.3036883,0,56.3036883
477,48.20390698,0,48.20390698
478,37.73275547,0,37.73275547
479,65.17707864,0,65.17707864
480,62.67569249,0,62.67569249
481,48.12201384,0,48.12201384
482,43.46171114,0,43.46171114
483,46.58231641,0,46.58231641
484,57.721071,0,57.721071
485,62.05288087,0,62.05288087
486,30.41980579,0,30.41980579
487,57.30888625,0,57.30888625
488,60.30381482,0,60.30381482
489,47.90005876,0,47.90005876
490,54.48376007,0,54.48376007
491,36.5295952,0,36.5295952
492,39.46273666,0,39.46273666
493,51.62528603,0,51.62528603
494,34.00689593,0,34.00689593
495,36.48302541,0,36.48302541
496,42.43654881,0,42.43654881
497,45.2865094,0,45.2865094
498,40.91726603,0,40.91726603
499,57.15167771,0,57.15167771
500,68.9399774,0,68.9399774
501,55.03328833,0,55.03328833
502,40.57602579,0,40.57602579
503,62.81369942,0,62.81369942
504,42.35731226,0,42.35731226
505,51.97094218,0,51.97094218
506,48.12559563,0,48.12559563
507,46.4673123,0,46.4673123
508,61.14498089,0,61.14498089
509,38.51074513,0,38.51074513
510,37.03283915,0,37.03283915
511,48.9155677,0,48.9155677
512,58.60649909,0,58.60649909
513,30.66387562,0,30.66387562
514,45.98205716,0,45.98205716
515,43.33765895,0,43.33765895
516,55.02035864,0,55.02035864
517,44.89590335,0,44.89590335
518,58.7396086,0,58.7396086
519,59.28240159,0,59.28240159
520,40.85124636,0,40.85124636
521,50.0249524,0,50.0249524
522,38.31249846,0,38.31249846
523,45.81959561,0,45.81959561
524,29.16457049,1,4.164570495
525,61.84272712,1,3.842727124
526,46.76155232,1,2.761552324
527,38.1554765,1,3.155476504
528,55.2926022,1,2.292602204
529,40.24204283,1,3.24204283
530,56.95571424,0,56.95571424
531,33.80191019,0,33.80191019
532,58.17928308,0,58.17928308
533,50.34074249,0,50.34074249
534,49.9507199,0,49.9507199
535,45.68195165,0,45.68195165
536,47.2806624,0,47.2806624
537,46.42438366,0,46.42438366
538,71.47538217,0,71.47538217
539,58.73742488,0,58.73742488
540,41.57821068,0,41.57821068
541,51.28265794,0,51.28265794
542,38.22059812,0,38.22059812
543,49.98655808,0,49.98655808
544,53.30642411,0,53.30642411
545,49.21775551,0,49.21775551
546,52.35497905,0,52.35497905
547,49.69110267,0,49.69110267
548,41.57888938,0,41.57888938
549,57.6981723,0,57.6981723
550,54.10843109,0,54.10843109
551,74.73117732,0,74.73117732
552,69.72901072,0,69.72901072
553,53.99488106,0,53.99488106
554,61.93291178,0,61.93291178
555,52.34514116,0,52.34514116
556,45.77925447,0,45.77925447
557,40.12391713,0,40.12391713
558,67.00174115,0,67.00174115
559,40.89372335,0,40.89372335
560,63.03531392,0,63.03531392
561,53.52176333,0,53.52176333
562,55.71557914,0,55.71557914
563,45.43509937,0,45.43509937
564,63.88972759,0,63.88972759
565,84.66997981,0,84.66997981
566,73.44731313,0,73.44731313
567,61.04060342,0,61.04060342
568,49.32221674,0,49.32221674
569,54.44463087,0,54.44463087
570,55.08554191,0,55.08554191
571,58.56378742,0,58.56378742
572,71.90730357,0,71.90730357
573,56.26495428,0,56.26495428
574,56.50991907,0,56.50991907
575,56.45285605,0,56.45285605
576,68.84987399,0,68.84987399
577,55.68078284,0,55.68078284
578,71.96414385,0,71.96414385
579,70.27202681,0,70.27202681
580,70.11985324,0,70.11985324
581,61.11612417,0,61.11612417
582,78.33572899,0,78.33572899
583,57.5783593,0,57.5783593
584,55.54000451,0,55.54000451
585,69.71699184,0,69.71699184
586,62.74092322,0,62.74092322
587,65.20746719,0,65.20746719
588,87.41390097,0,87.41390097
589,68.16372829,0,68.16372829
590,56.48733599,0,56.48733599
591,62.10810265,0,62.10810265
592,56.79893833,0,56.79893833
593,69.35201611,0,69.35201611
594,76.33496131,0,76.33496131
595,85.27504178,0,85.27504178
596,68.16514159,0,68.16514159
597,57.82820025,0,57.82820025
598,66.43123887,0,66.43123887
599,77.39158673,0,77.39158673
600,57.91094285,0,57.91094285
601,62.8066742,0,62.8066742
602,77.19073856,0,77.19073856
603,53.36219738,0,53.36219738
604,81.37630442,0,81.37630442
605,74.14974499,0,74.14974499
606,62.69035718,0,62.69035718
607,66.04779509,0,66.04779509
608,55.94961025,0,55.94961025
609,67.68675044,0,67.68675044
610,71.31273254,0,71.31273254
611,56.77195291,0,56.77195291
612,56.77383844,0,56.77383844
613,60.60093381,0,60.60093381
614,63.35621297,0,63.35621297
615,61.96233546,0,61.96233546
616,92.87064053,0,92.87064053
617,47.30272368,0,47.30272368
618,71.7777502,0,71.7777502
619,68.20548676,0,68.20548676
620,57.75850131,0,57.75850131
621,78.05734511,0,78.05734511
622,70.122749,0,70.122749
623,63.11675045,0,63.11675045
624,51.56781574,0,51.56781574
625,75.70554374,0,75.70554374
626,59.61802293,0,59.61802293
627,69.37099976,0,69.37099976
628,83.94547548,0,83.94547548
629,45.54577973,0,45.54577973
630,58.1027486,0,58.1027486
631,73.02914759,0,73.02914759
632,53.71794742,0,53.71794742
633,60.1023135,0,60.1023135
634,65.17493811,0,65.17493811
635,82.15332992,0,82.15332992
636,53.15796681,0,53.15796681
637,47.56250623,0,47.56250623
638,48.61700964,0,48.61700964
639,52.21300421,0,52.21300421
640,60.35996983,0,60.35996983
641,47.28025908,0,47.28025908
642,38.98998663,0,38.98998663
643,53.25076392,0,53.25076392
644,79.73679579,0,79.73679579
645,61.79165811,0,61.79165811
646,54.54279532,0,54.54279532
647,53.28019521,0,53.28019521
648,44.96040132,0,44.96040132
649,44.29200315,0,44.29200315
650,62.08039512,0,62.08039512
651,52.46935818,0,52.46935818
652,77.80172339,0,77.80172339
653,47.35999226,0,47.35999226
654,46.28615654,0,46.28615654
655,60.2100358,0,60.2100358
656,75.78140165,0,75.78140165
657,42.95854732,0,42.95854732
658,58.26850306,0,58.26850306
659,43.54270484,0,43.54270484
660,64.87942718,0,64.87942718
661,44.13705879,0,44.13705879
662,55.5186601,0,55.5186601
663,47.55400831,0,47.55400831
664,48.4065609,0,48.4065609
665,61.5334708,0,61.5334708
666,46.58905549,0,46.58905549
667,52.52736937,0,52.52736937
668,52.88219493,0,52.88219493
669,46.18441643,0,46.18441643
670,37.4168081,0,37.4168081
671,51.76273306,0,51.76273306
672,35.89496314,0,35.89496314
673,41.94485032,0,41.94485032
674,40.95194964,0,40.95194964
675,66.80876604,0,66.80876604
676,56.85812006,0,56.85812006
677,46.67134281,0,46.67134281
678,60.67873649,0,60.67873649
679,46.16112825,0,46.16112825
680,43.06649064,0,43.06649064
681,77.82608115,0,77.82608115
682,48.22384415,0,48.22384415
683,43.33894349,0,43.33894349
684,39.35544189,0,39.35544189
685,52.20672079,0,52.20672079
686,46.14101319,0,46.14101319
687,56.52785811,0,56.52785811
688,49.7066872,0,49.7066872
689,32.66183725,0,32.66183725
690,32.59104537,0,32.59104537
691,35.12927141,0,35.12927141
692,50.61302613,0,50.61302613
693,45.37951962,0,45.37951962
694,49.79736615,0,49.79736615
695,44.13331475,0,44.13331475
696,46.59227073,0,46.59227073
697,46.35004355,0,46.35004355
698,40.56898384,0,40.56898384
699,65.08144362,0,65.08144362
700,32.00766069,0,32.00766069
701,58.15429685,0,58.15429685
702,52.51917279,0,52.51917279
703,55.34565485,0,55.34565485
704,51.20173,0,51.20173
705,52.60287969,0,52.60287969
706,32.87447408,0,32.87447408
707,52.6134858,0,52.6134858
708,52.23089821,0,52.23089821
709,62.40946558,0,62.40946558
710,64.00973012,0,64.00973012
711,37.84436145,0,37.84436145
712,48.23261176,0,48.23261176
713,66.99447411,0,66.99447411
714,49.71506063,0,49.71506063
715,52.34801106,0,52.34801106
716,48.98815643,0,48.98815643
717,44.02863783,0,44.02863783
718,67.88244242,0,67.88244242
719,51.44673123,0,51.44673123
720,52.88834309,0,52.88834309
721,36.43060614,0,36.43060614
722,63.4025344,0,63.4025344
723,63.42777483,0,63.42777483
724,67.94837931,0,67.94837931
725,39.60894828,0,39.60894828
726,47.93608001,0,47.93608001
727,56.85305041,0,56.85305041
728,46.61348037,0,46.61348037
729,51.3148081,0,51.3148081
730,56.69462486,0,56.69462486
731,69.8561299,0,69.8561299
732,58.91497367,0,58.91497367
733,48.11109225,0,48.11109225
734,63.17292276,0,63.17292276
735,66.06047825,0,66.06047825
736,63.36882403,0,63.36882403
737,54.67822429,0,54.67822429
738,68.78596988,0,68.78596988
739,56.94156711,0,56.94156711
740,49.80106493,0,49.80106493
741,51.87809221,0,51.87809221
742,63.11185321,0,63.11185321
743,61.26249327,0,61.26249327
744,53.52606032,0,53.52606032
745,66.17281294,0,66.17281294
746,42.73669456,0,42.73669456
747,60.93783845,0,60.93783845
748,68.29096886,0,68.29096886
749,62.03506692,0,62.03506692
750,65.17743336,0,65.17743336
751,57.45126396,0,57.45126396
752,79.37422061,0,79.37422061
753,63.10964127,0,63.10964127
754,48.70271137,0,48.70271137
755,61.54870147,0,61.54870147
756,69.8323645,0,69.8323645
757,69.42053553,0,69.42053553
758,70.44623102,0,70.44623102
759,62.84660225,0,62.84660225
760,55.3408559,0,55.3408559
761,58.37758687,0,58.37758687
762,75.91890177,0,75.91890177
763,54.13001122,0,54.13001122
764,56.35486319,0,56.35486319
765,63.80627789,0,63.80627789
766,61.57029697,0,61.57029697
767,84.29201886,0,84.29201886
768,86.44128809,0,86.44128809
769,43.12143317,0,43.12143317
770,63.19585675,0,63.19585675
771,67.05767616,0,67.05767616
772,47.74915004,0,47.74915004
773,66.56336071,0,66.56336071
774,46.81378203,0,46.81378203
775,64.32311389,0,64.32311389
776,75.14069309,0,75.14069309
777,66.11734261,0,66.11734261
778,76.14376689,0,76.14376689
779,87.14123551,0,87.14123551
780,83.68907147,0,83.68907147
781,82.17566432,0,82.17566432
782,71.06993629,0,71.06993629
783,72.09969603,0,72.09969603
784,66.14637712,0,66.14637712
785,65.64134339,0,65.64134339
786,55.48114963,0,55.48114963
787,67.68939793,0,67.68939793
788,57.63903316,0,57.63903316
789,78.27876346,0,78.27876346
790,75.0450057,0,75.0450057
791,68.66494113,0,68.66494113
792,78.92988969,0,78.92988969
793,67.96292004,0,67.96292004
794,75.02296209,0,75.02296209
795,75.20623004,0,75.20623004
796,65.7942183,0,65.7942183
797,80.31211107,0,80.31211107
798,59.02054156,0,59.02054156
799,78.60243891,0,78.60243891
800,62.58094007,0,62.58094007
801,74.31984307,0,74.31984307
802,76.3713429,0,76.3713429
803,61.92346512,0,61.92346512
804,61.57986445,0,61.57986445
805,63.54449507,0,63.54449507
806,65.74048911,0,65.74048911
807,48.25282964,0,48.25282964
808,52.47835404,0,52.47835404
809,70.20761249,0,70.20761249
810,58.25436384,0,58.25436384
811,76.68482794,0,76.68482794
812,65.09821026,0,65.09821026
813,75.34289216,0,75.34289216
814,86.93390926,0,86.93390926
815,64.20235457,0,64.20235457
816,63.91237143,0,63.91237143
817,52.54449678,0,52.54449678
818,64.08138913,0,64.08138913
819,62.68766362,0,62.68766362
820,57.44412661,0,57.44412661
821,65.86139167,0,65.86139167
822,61.32217876,0,61.32217876
823,39.54612319,0,39.54612319
824,67.41604917,0,67.41604917
825,71.40444069,0,71.40444069
826,81.24350704,0,81.24350704
827,67.26303187,0,67.26303187
828,57.22405679,0,57.22405679
829,49.13157424,0,49.13157424
830,66.36135322,0,66.36135322
831,53.03634137,0,53.03634137
832,70.78246672,0,70.78246672
833,68.26501945,0,68.26501945
834,43.80595516,0,43.80595516
835,49.55575497,0,49.55575497
836,44.7187361,0,44.7187361
837,63.34443609,0,63.34443609
838,39.65056125,0,39.65056125
839,49.53980239,0,49.53980239
840,43.02769556,0,43.02769556
841,62.81477031,0,62.81477031
842,55.27446053,0,55.27446053
843,60.51019603,0,60.51019603
844,62.11001277,0,62.11001277
845,67.76381476,0,67.76381476
846,47.24125334,0,47.24125334
847,54.13791502,0,54.13791502
848,57.4658699,0,57.4658699
849,60.39756665,0,60.39756665
850,53.45669871,0,53.45669871
851,63.34995569,0,63.34995569
852,52.43636607,0,52.43636607
853,66.26537307,0,66.26537307
854,49.74354258,0,49.74354258
855,50.1412766,0,50.1412766
856,43.40473323,0,43.40473323
857,55.65139602,0,55.65139602
858,60.07218505,0,60.07218505
859,57.48343967,0,57.48343967
860,56.10859402,0,56.10859402
861,46.27070549,0,46.27070549
862,43.41159201,0,43.41159201
863,40.18559041,0,40.18559041
864,46.44540967,0,46.44540967
865,58.11982252,0,58.11982252
866,39.75626166,0,39.75626166
867,52.20320006,0,52.20320006
868,40.75030057,0,40.75030057
869,47.35416206,0,47.35416206
870,70.16678494,0,70.16678494
871,38.37747136,0,38.37747136
872,57.79022835,0,57.79022835
873,43.90761243,0,43.90761243
