"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"5.452055",59.2640867518475,48.8570733342271,69.6711001694679,43.3479332129978,75.1802402906972
"5.454795",51.4838489284012,41.0754683160324,61.8922295407701,35.5656044456216,67.4020934111808
"5.457534",52.64523694477,42.2354893172172,63.0549845723228,36.7249017926808,68.5655720968593
"5.460274",65.0565702955315,54.6454558322886,75.4676847587745,49.1341447486447,80.9789958424184
"5.463014",67.1030034907385,56.6905223712285,77.5154846102484,51.178487823458,83.027519158019
"5.465753",49.240710298816,38.8268627023914,59.6545578952405,33.3141047854378,65.1673158121941
"5.468493",60.6735570679284,50.2583431738712,71.0887709619856,44.7448619826406,76.6022521532163
"5.471233",59.5743393213457,49.1577593088672,69.9909193338243,43.6435549382282,75.5051237044632
"5.473973",64.303697746301,53.8857517945419,74.72164369806,48.3708243393261,80.2365711532758
"5.476712",64.7112818294839,54.2919701175147,75.130593541453,48.7763196725161,80.6462439864516
"5.479452",69.7156688479763,59.294991554797,80.1363461411557,53.7786182147726,85.6527194811801
"5.482192",55.0064155348495,44.5843728393896,65.4284582303094,39.067276699059,70.94555437064
"5.484932",64.6248493924118,54.2014414735307,75.0482573112929,48.6836226275762,80.5660761572474
"5.487671",61.3937437168111,50.9689707532978,71.8185166803244,45.4504292963646,77.3370581372576
"5.490411",60.4823218775049,50.0561840480781,70.9084597069317,44.5369200747743,76.4277236802355
"5.493151",64.938199364444,54.5106968477524,75.3657018811355,48.9907104526488,80.8856882762391
"5.495890",73.0530895830025,62.6242225576246,83.4819566083804,57.103513835255,89.0026653307501
"5.498630",68.4913916268973,58.0611602713415,78.9216229824531,52.5397293162025,84.4430539375922
"5.501370",61.0573534800359,50.6257579727406,71.4889489873313,45.1036048792917,77.0111020807802
"5.504110",60.7003572660683,50.2673977854017,71.1333167467349,44.7445226480655,76.656191884071
"5.506849",60.0839235916788,49.6496003159395,70.5182468674181,44.1260032291014,76.0418439542562
"5.509589",60.6469357025242,50.2112488099406,71.0826225951077,44.6869298679492,76.6069415370991
"5.512329",76.2783689496635,65.8413186183943,86.7154192809327,60.3162779155611,92.2404599837659
"5.515068",74.0090997411908,63.5706861493248,84.4475133330567,58.0449237799242,89.9732757024573
"5.517808",67.301784006749,56.8620073323054,77.7415606811926,51.3355233905751,83.2680446229229
"5.520548",69.0683945790033,58.6272549999314,79.5095341580752,53.1000495800721,85.0367395779346
"5.523288",65.6388008302966,55.1962985244761,76.0813031361171,49.6683717206515,81.6092299399417
"5.526027",54.633562470204,44.1896976154449,65.0774273249631,38.6610495217822,70.6060754186259
"5.528767",68.3769734759224,57.9317462499652,78.8222007018796,52.4023769605543,84.3515699912905
"5.531507",67.6094142180365,57.1628247985521,78.0560036375208,51.6327344074464,83.5860940286266
"5.534247",68.6430641439286,58.1951127085185,79.0910155793387,52.6643013097345,84.6218269781227
"5.536986",71.4183431900451,60.9690299162413,81.867656463849,55.4374976037587,87.3991887763315
"5.539726",59.8430008646862,49.3923259299512,70.2936757994212,43.8600727977131,75.8259289316593
"5.542466",67.2904493529205,56.8384129346475,77.7424857711934,51.3054390765602,83.2754596292807
"5.545205",71.5173914192213,61.0639936947344,81.9707891437083,55.5302992046675,87.5044836337752
"5.547945",75.9542067309361,65.4994478774898,86.4089655843824,59.9650328492762,91.943380612596
"5.550685",66.175040590169,55.7189207849487,76.6311603953893,50.1837853123848,82.1662958679532
"5.553425",66.9021488945779,56.4446683147,77.3596294744559,50.9088124915453,82.8954852976105
"5.556164",76.1392049203441,65.6803637428556,86.5980460978327,60.1437876628334,92.1346221778549
"5.558904",82.8901932557536,72.4299916576325,93.3503948538747,66.8926954144292,98.887691097078
"5.561644",68.8419831321591,58.3804212903144,79.3035449740038,52.84240497758,84.8415612867382
"5.564384",70.6137903842233,60.1508684754951,81.0767122929516,54.6121321868429,86.6154485816037
"5.567123",70.9084140466473,60.4441322478065,81.3726958454881,54.9046760768135,86.912152016481
"5.569863",68.5070243746509,58.0413828623997,78.9726658869021,52.5012069026065,84.5128418466954
"5.572603",67.648412460382,57.1814114113536,78.1154135094104,51.640515756264,83.6563091644999
"5.575342",79.3280114983608,68.8596510891197,89.7963719076019,63.3180358322014,95.3379871645202
"5.578082",67.0595840326648,56.5898644397066,77.5293036256229,51.0475296743907,83.0716383909388
"5.580822",70.8701946902732,60.399116090025,81.3412732905215,54.8560619097063,86.8843274708402
"5.583562",76.8320638242297,66.3596263930496,87.3045012554098,60.8158528910865,92.8482747573729
"5.586301",77.4493916003107,66.9755955144884,87.9231876861331,61.431102784203,93.4676804164184
"5.589041",69.9496275066755,59.4744729424319,80.4247820709191,53.9292610771101,85.969993936241
"5.591781",78.6317551831349,68.1552423166226,89.1082680496472,62.6093114095137,94.6541989567561
"5.594521",77.8013007873362,67.3234297946391,88.2791717800333,61.7767799389563,93.825821635716
"5.597260",76.8665873217193,66.3873583788529,87.3458162645857,60.8399896677733,92.8931849756652
"5.600000",65.010087509664,54.5295007925754,75.4906742267526,48.9814133192398,81.0387617000883
"5.602740",70.1095518589167,59.6276075434846,80.5914961743488,54.0788014009975,86.140302316836
"5.605479",81.2595648422919,70.7762631043266,91.7428665802571,65.2267383857564,97.2923912988274
"5.608219",68.775054072981,58.2903950882248,79.2597130577373,52.7401518866036,84.8099562593584
"5.610959",78.9204046201458,68.4343885642724,89.4064206760192,62.8834269725964,94.9573822676951
"5.613699",74.1131000117329,63.625727060348,84.6004729631179,58.0740471715773,90.1521528518885
"5.616438",66.7641506173911,56.2754209460321,77.25288028875,50.7230228530907,82.8052783816915
"5.619178",73.8223631151788,63.3322768993153,84.3124493310424,57.7791606950909,89.8655655352668
"5.621918",75.440267908676,64.9488253237091,85.9317104936428,59.3949911010537,91.4855447162983
"5.624658",79.2102635238724,68.7174647451356,89.7030623026093,63.1629125968649,95.2576144508799
"5.627397",66.7965810263164,56.3024262290749,77.2907358235579,50.7471562479689,82.8460058046639
"5.630137",61.9210494982645,51.4255388577158,72.4165601388133,45.8695511365183,77.9725478600107
"5.632877",73.4100625911414,62.9131962824149,83.9069288998679,57.356490913834,89.4636342684488
"5.635616",77.9466910427066,67.448469240864,88.4449128445491,61.8910463175717,94.0023357678415
"5.638356",74.545326388314,64.0457492683492,85.0449035082787,58.4876088829816,90.6030438936464
"5.641096",66.2871575950934,55.7862253319326,76.7880898582543,50.2273675770899,82.346947613097
"5.643836",81.7268118169989,71.2245245855003,92.2290990484975,65.6649495537471,97.7886740802507
"5.646575",68.1391997637623,57.6355577387167,78.6428417888078,52.0752655225816,84.203134004943
"5.649315",71.9337069799454,61.428710336076,82.4387036238149,55.8677010280517,87.9997129318392
"5.652055",81.8239112186219,71.317560130584,92.3302623066597,65.7558338231277,97.891988614116
"5.654795",58.6962770015474,48.1885716439292,69.2039823591656,42.626128429462,74.7664255736327
"5.657534",79.4975712399841,68.9885117873059,90.0066306926622,63.4253517582136,95.5697907217545
"5.660274",74.6519901373252,64.1415767640402,85.1624035106103,58.5777000126725,90.7262802619779
"5.663014",75.0763061761255,64.5645390566191,85.5880732956318,58.9999456752902,91.1526666769607
